term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,dfidf,mean_tfidf
times,101,0.0007006541751357951,10.47900983677338,5,NNS,2,"{'NNS', 'NNP'}",41.93820026016113,0.010489444732072965
designs,101,0.0007006541751357951,10.47900983677338,7,NNS,2,"{'NNS', 'NNP'}",39.57813137641289,0.013323486130046797
kromberg,100,0.0006937170050849456,10.493365129750451,8,NNP,1,{'NNP'},2.4771212547196626,0.008257070849065542
road,100,0.0006937170050849456,10.493365129750451,4,NNP,2,"{'NNP', 'NN'}",34.09883100790839,0.013069507211261601
air,99,0.0006867798350340962,10.507864699445566,3,NN,2,"{'NNP', 'NN'}",37.075893342494346,0.012506583349645873
security,99,0.0006867798350340962,10.507864699445566,8,NN,2,"{'NNP', 'NN'}",35.437833317997004,0.012213713149734837
oil,99,0.0006867798350340962,10.507864699445566,3,NN,2,"{'NNP', 'NN'}",35.862622501514004,0.012857202618891173
powder,98,0.0006798426649832467,10.522511475409967,6,NN,2,"{'NNP', 'NN'}",32.15183948103185,0.021624858806348398
leader,98,0.0006798426649832467,10.522511475409967,6,NN,2,"{'NNP', 'NN'}",37.075893342494346,0.008529424386845468
floodgate,98,0.0006798426649832467,10.522511475409967,9,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.008257070849065542
engine,98,0.0006798426649832467,10.522511475409967,6,NN,2,"{'NNP', 'NN'}",28.83897025456841,0.017146754849187745
touch,97,0.0006729054949323973,10.537308477338048,5,NNP,2,"{'NNP', 'NN'}",30.0,0.009006349407979869
commitment,97,0.0006729054949323973,10.537308477338048,10,NN,2,"{'NNP', 'NN'}",41.669885341573575,0.008635553914605833
day,97,0.0006729054949323973,10.537308477338048,3,NN,2,"{'NNP', 'NN'}",39.24710500970803,0.010479467991723434
domain,97,0.0006729054949323973,10.537308477338048,6,NN,2,"{'NNP', 'NN'}",16.775280104064453,0.021471671851233123
lead,97,0.0006729054949323973,10.537308477338048,4,NN,2,"{'NNP', 'NN'}",36.27707036302326,0.010273045980640563
states,97,0.0006729054949323973,10.537308477338048,6,NNPS,3,"{'NNS', 'NNP', 'NNPS'}",40.820260751953874,0.009717598423446746
options,96,0.0006659683248815478,10.55225881880402,7,NNS,3,"{'NNS', 'NNP', 'NNPS'}",38.20224083251561,0.011442957637083882
core,96,0.0006659683248815478,10.55225881880402,4,NN,2,"{'NNP', 'NN'}",38.90756251918218,0.011284634501890113
p,96,0.0006659683248815478,10.55225881880402,1,NN,2,"{'NNP', 'NN'}",30.55854638744708,0.01181211277723036
operation,95,0.0006590311548306984,10.567365711194228,9,NN,2,"{'NNP', 'NN'}",41.669885341573575,0.009684286566836819
volume,95,0.0006590311548306984,10.567365711194228,6,NN,2,"{'NNP', 'NN'}",38.55933355986629,0.015884465163646704
city,95,0.0006590311548306984,10.567365711194228,4,NNP,2,"{'NNP', 'NN'}",32.656862362928536,0.011036255479444059
injection,95,0.0006590311548306984,10.567365711194228,9,NNP,2,"{'NNP', 'NN'}",24.252941159700608,0.017853576980921656
ltd,95,0.0006590311548306984,10.567365711194228,3,NNP,2,"{'NNP', 'NN'}",26.325840312193357,0.015675021532838673
message,94,0.0006520939847798489,10.582632467847539,7,NN,2,"{'NNP', 'NN'}",39.24710500970803,0.010843164187087704
specialty,94,0.0006520939847798489,10.582632467847539,9,NN,2,"{'NNP', 'NN'}",35.437833317997004,0.014242160913155185
quick,93,0.0006451568147289995,10.598062508417145,5,NNP,2,"{'NNP', 'NN'}",27.615845575469955,0.011340842302493381
corporation,93,0.0006451568147289995,10.598062508417145,11,NNP,2,"{'NNP', 'NN'}",28.83897025456841,0.012806093980861348
number,93,0.0006451568147289995,10.598062508417145,6,NN,2,"{'NNP', 'NN'}",39.57813137641289,0.008019305627960528
nickel,93,0.0006451568147289995,10.598062508417145,6,NNP,2,"{'NNP', 'NN'}",30.55854638744708,0.011714251503733423
b,93,0.0006451568147289995,10.598062508417145,1,NNP,2,"{'NNP', 'NN'}",31.103080844792206,0.01089404135736781
schubert,92,0.00063821964467815,10.613659363468162,8,NNP,1,{'NNP'},2.4771212547196626,0.007596505181140299
plastic,92,0.00063821964467815,10.613659363468162,7,NN,2,"{'NNP', 'NN'}",32.656862362928536,0.01405521414911085
computer,92,0.00063821964467815,10.613659363468162,8,NN,2,"{'NNP', 'NN'}",35.862622501514004,0.010188847879334873
htci,92,0.00063821964467815,10.613659363468162,4,NNP,1,{'NNP'},2.4771212547196626,0.008257070849065542
step,92,0.00063821964467815,10.613659363468162,4,NN,2,"{'NNP', 'NN'}",36.27707036302326,0.01003123023461369
fittings,91,0.0006312824746273005,10.62942667932648,8,NNS,2,"{'NNS', 'NNP'}",23.521825181113627,0.014522722202645364
adamson,91,0.0006312824746273005,10.62942667932648,7,NNP,1,{'NNP'},2.4771212547196626,0.007667280074132289
north,91,0.0006312824746273005,10.62942667932648,5,NNP,2,"{'NNP', 'NN'}",32.656862362928536,0.01288078208841703
features,90,0.0006243453045764511,10.6453682231955,8,NNS,2,"{'NNS', 'NNP'}",35.437833317997004,0.0073379219257401
wax,90,0.0006243453045764511,10.6453682231955,3,NN,2,"{'NNP', 'NN'}",24.963368625744035,0.011923778883473297
expectations,90,0.0006243453045764511,10.6453682231955,12,NNS,1,{'NNS'},39.57813137641289,0.010145674732202582
and,90,0.0006243453045764511,10.6453682231955,3,NNP,1,{'NNP'},30.55854638744708,0.016015682578400043
construction,89,0.0006174081345256017,10.661487888558778,12,NN,2,"{'NNP', 'NN'}",39.24710500970803,0.010620682695280286
t,89,0.0006174081345256017,10.661487888558778,1,NN,3,"{'NNS', 'NNP', 'NN'}",35.002450535668004,0.00977835943772683
d,89,0.0006174081345256017,10.661487888558778,1,NNP,3,"{'NNS', 'NNP', 'NN'}",28.83897025456841,0.01237305393550665
view,89,0.0006174081345256017,10.661487888558778,4,NNP,2,"{'NNP', 'NN'}",35.862622501514004,0.009290922996930467
more,88,0.0006104709644747521,10.677789700887878,4,NNP,1,{'NNP'},27.615845575469955,0.01148347469506872
level,88,0.0006104709644747521,10.677789700887878,5,NN,2,"{'NNP', 'NN'}",38.20224083251561,0.009854675103532856
tolerances,88,0.0006104709644747521,10.677789700887878,10,NNS,2,"{'NNS', 'NNP'}",37.83609964884541,0.009412374877275252
weight,88,0.0006104709644747521,10.677789700887878,6,NNP,2,"{'NNP', 'NN'}",35.002450535668004,0.010107668637244048
coating,87,0.0006035337944239027,10.694277823676448,7,NN,2,"{'NNP', 'NN'}",30.0,0.019590420296221215
welding,86,0.0005965966243730533,10.710956564823078,7,NNP,2,"{'NNP', 'NN'}",28.83897025456841,0.012120626142175467
fabrication,86,0.0005965966243730533,10.710956564823078,11,NN,2,"{'NNP', 'NN'}",31.634041389778574,0.014695300761917258
stock,86,0.0005965966243730533,10.710956564823078,5,NN,2,"{'NNP', 'NN'}",37.075893342494346,0.010142673660101492
door,86,0.0005965966243730533,10.710956564823078,4,NNP,2,"{'NNP', 'NN'}",19.51544993495972,0.012158830048068765
high,86,0.0005965966243730533,10.710956564823078,4,NNP,1,{'NNP'},35.862622501514004,0.011869007697089286
artworks,86,0.0005965966243730533,10.710956564823078,8,NNP,2,"{'NNS', 'NNP'}",6.0,0.006448934088685642
hand,85,0.0005896594543222039,10.727830383387474,4,NN,2,"{'NNP', 'NN'}",32.15183948103185,0.007553246425886175
lbs,85,0.0005896594543222039,10.727830383387474,3,NNS,3,"{'NNS', 'NNP', 'NN'}",35.002450535668004,0.011941795771327706
sculpture,85,0.0005896594543222039,10.727830383387474,9,NN,2,"{'NNP', 'NN'}",14.771212547196624,0.010106916522921785
valve,85,0.0005896594543222039,10.727830383387474,5,NNP,2,"{'NNP', 'NN'}",27.615845575469955,0.010594159044349905
u,85,0.0005896594543222039,10.727830383387474,1,NN,2,"{'NNP', 'NN'}",29.426974447800482,0.009448587196771416
in,85,0.0005896594543222039,10.727830383387474,2,NNP,1,{'NNP'},31.103080844792206,0.014184483379069987
your,84,0.0005827222842713543,10.744903896746417,4,NNP,1,{'NNP'},35.862622501514004,0.00894952313310689
environment,84,0.0005827222842713543,10.744903896746417,11,NN,2,"{'NNP', 'NN'}",38.20224083251561,0.007554468832510512
history,84,0.0005827222842713543,10.744903896746417,7,NNP,2,"{'NNP', 'NN'}",40.52172108739802,0.008208805281998455
center,84,0.0005827222842713543,10.744903896746417,6,NNP,2,"{'NNP', 'NN'}",32.15183948103185,0.011872087466303883
class,83,0.0005757851142205049,10.762181888178251,5,NNP,2,"{'NNP', 'NN'}",32.15183948103185,0.008401362177047492
manufacture,83,0.0005757851142205049,10.762181888178251,11,NN,2,"{'NNP', 'NN'}",35.437833317997004,0.010825891788849901
resources,83,0.0005757851142205049,10.762181888178251,9,NNPS,3,"{'NNS', 'NNP', 'NNPS'}",32.15183948103185,0.008191124605646362
foundries,83,0.0005757851142205049,10.762181888178251,9,NNS,3,"{'NNS', 'NNP', 'NNPS'}",28.83897025456841,0.01730312067691509
hardware,83,0.0005757851142205049,10.762181888178251,8,NNP,2,"{'NNP', 'NN'}",32.15183948103185,0.014716917924363774
image,82,0.0005688479441696555,10.779669314907093,5,NNP,2,"{'NNP', 'NN'}",21.993277493094414,0.008254431708617553
types,82,0.0005688479441696555,10.779669314907093,5,NNS,2,"{'NNS', 'NNP'}",39.24710500970803,0.0071959731868761
america,82,0.0005688479441696555,10.779669314907093,7,NNP,1,{'NNP'},36.27707036302326,0.01102869358340986
testing,82,0.0005688479441696555,10.779669314907093,7,NN,2,"{'NNP', 'NN'}",37.46071745975206,0.008927865460232665
baycast,82,0.0005688479441696555,10.779669314907093,7,NNP,1,{'NNP'},2.4771212547196626,0.006908977649218107
year,81,0.0005619107741188059,10.797371316640552,4,NN,2,"{'NNP', 'NN'}",37.46071745975206,0.009671531086451402
international,81,0.0005619107741188059,10.797371316640552,13,NNP,1,{'NNP'},30.0,0.011998272056882293
engineers,81,0.0005619107741188059,10.797371316640552,9,NNS,2,"{'NNS', 'NNP'}",36.27707036302326,0.009885599151756786
results,81,0.0005619107741188059,10.797371316640552,7,NNS,2,"{'NNS', 'NNP'}",39.24710500970803,0.009282150437928124
molds,81,0.0005619107741188059,10.797371316640552,5,NNS,2,"{'NNS', 'NNP'}",30.55854638744708,0.01211944440413549
maintenance,81,0.0005619107741188059,10.797371316640552,11,NN,2,"{'NNP', 'NN'}",35.002450535668004,0.010581626425378885
magnetic,81,0.0005619107741188059,10.797371316640552,8,NNP,1,{'NNP'},13.705908707523038,0.008053631143216998
temperature,80,0.0005549736040679565,10.815293224637813,11,NN,2,"{'NNP', 'NN'}",33.14947514228551,0.008205202375569477
pipe,80,0.0005549736040679565,10.815293224637813,4,NN,3,"{'NNS', 'NNP', 'NN'}",18.633905066579942,0.0070296810922350905
javascript,80,0.0005549736040679565,10.815293224637813,10,NNP,2,"{'NNP', 'NN'}",21.193429666803603,0.011709842723516552
days,80,0.0005549736040679565,10.815293224637813,4,NNS,2,"{'NNS', 'NNP'}",37.075893342494346,0.012173993006774849
right,80,0.0005549736040679565,10.815293224637813,5,NN,2,"{'NNP', 'NN'}",33.14947514228551,0.008876735775076031
pcc,79,0.0005480364340171071,10.833440571348072,3,NNP,1,{'NNP'},6.0,0.013282828282828283
jobs,79,0.0005480364340171071,10.833440571348072,4,NNP,2,"{'NNS', 'NNP'}",29.426974447800482,0.010544711523422543
mission,79,0.0005480364340171071,10.833440571348072,7,NNP,2,"{'NNP', 'NN'}",33.14947514228551,0.008793823731096084
partner,79,0.0005480364340171071,10.833440571348072,7,NN,2,"{'NNP', 'NN'}",36.27707036302326,0.009275201796398888
voss,78,0.0005410992639662576,10.851819100662928,4,NNP,1,{'NNP'},2.4771212547196626,0.008257070849065542
about,78,0.0005410992639662576,10.851819100662928,5,NNP,1,{'NNP'},19.51544993495972,0.014748493854991376
the,78,0.0005410992639662576,10.851819100662928,3,NNP,2,"{'NNP', 'NNPS'}",30.0,0.010584984688253363
areas,78,0.0005410992639662576,10.851819100662928,5,NNS,2,"{'NNS', 'NNP'}",35.437833317997004,0.009956054120891775
costs,77,0.0005341620939154081,10.870434778830274,5,NNS,2,"{'NNS', 'NNP'}",37.075893342494346,0.009486710568359199
magnetics,77,0.0005341620939154081,10.870434778830274,9,NNP,2,"{'NNP', 'NNPS'}",4.352182518111363,0.011453111889766745
content,77,0.0005341620939154081,10.870434778830274,7,NN,2,"{'NNP', 'NN'}",30.55854638744708,0.011279684703178965
wire,77,0.0005341620939154081,10.870434778830274,4,NNP,2,"{'NNP', 'NN'}",24.963368625744035,0.010913757197377048
gallery,76,0.0005272249238645587,10.889293806081591,7,NNP,2,"{'NNP', 'NN'}",34.09883100790839,0.010785901926680814
field,76,0.0005272249238645587,10.889293806081591,5,NN,2,"{'NNP', 'NN'}",33.14947514228551,0.009245918446092764
area,76,0.0005272249238645587,10.889293806081591,4,NN,2,"{'NNP', 'NN'}",37.46071745975206,0.00785809897412586
century,76,0.0005272249238645587,10.889293806081591,7,NNP,2,"{'NNP', 'NN'}",23.521825181113627,0.009867155811413182
energy,76,0.0005272249238645587,10.889293806081591,6,NN,2,"{'NNP', 'NN'}",30.55854638744708,0.010249435989525874
benefits,76,0.0005272249238645587,10.889293806081591,8,NNS,2,"{'NNS', 'NNP'}",38.20224083251561,0.007671222706583129
career,76,0.0005272249238645587,10.889293806081591,6,NN,2,"{'NNP', 'NN'}",24.963368625744035,0.008755692385171588
shipping,76,0.0005272249238645587,10.889293806081591,8,NN,2,"{'NNP', 'NN'}",33.14947514228551,0.007991181563620347
specification,76,0.0005272249238645587,10.889293806081591,13,NNP,2,"{'NNP', 'NN'}",28.83897025456841,0.009370630149517353
share,76,0.0005272249238645587,10.889293806081591,5,NN,2,"{'NNP', 'NN'}",29.426974447800482,0.006996934608206213
reserved,75,0.0005202877538137093,10.908402629029295,8,NNP,1,{'NNP'},13.705908707523038,0.01202629803591488
forging,75,0.0005202877538137093,10.908402629029295,7,NN,2,"{'NNP', 'NN'}",21.993277493094414,0.011044797387761556
place,75,0.0005202877538137093,10.908402629029295,5,NN,2,"{'NNP', 'NN'}",35.862622501514004,0.01013889262868779
finishes,74,0.0005133505837628598,10.927767953896227,8,NNS,2,"{'NNS', 'NNP'}",30.0,0.0114150523520884
assemblies,74,0.0005133505837628598,10.927767953896227,10,NNS,2,"{'NNS', 'NNP'}",32.15183948103185,0.010043974612774108
improvement,74,0.0005133505837628598,10.927767953896227,11,NN,2,"{'NNP', 'NN'}",37.83609964884541,0.009159363326236111
unit,74,0.0005133505837628598,10.927767953896227,4,NN,2,"{'NNP', 'NN'}",26.97953115119062,0.006604565834827777
repair,74,0.0005133505837628598,10.927767953896227,6,NN,2,"{'NNP', 'NN'}",32.656862362928536,0.010997878372083941
rings,73,0.0005064134137120103,10.947396760645159,5,NNS,2,"{'NNS', 'NNP'}",21.993277493094414,0.011395713954268742
prototypes,73,0.0005064134137120103,10.947396760645159,10,NNS,2,"{'NNS', 'NNP'}",28.83897025456841,0.012309393459580983
link,73,0.0005064134137120103,10.947396760645159,4,NN,2,"{'NNP', 'NN'}",30.55854638744708,0.007714743303272327
partners,73,0.0005064134137120103,10.947396760645159,8,NNS,3,"{'NNS', 'NNP', 'NNPS'}",30.55854638744708,0.009043051906613475
end,73,0.0005064134137120103,10.947396760645159,3,NN,2,"{'NNP', 'NN'}",34.55620926003337,0.008268056335626316
o,73,0.0005064134137120103,10.947396760645159,1,NN,2,"{'NNP', 'NN'}",25.6540486301476,0.011750468959317384
member,73,0.0005064134137120103,10.947396760645159,6,NN,2,"{'NNP', 'NN'}",24.963368625744035,0.009260642465199838
patterns,72,0.0004994762436611609,10.967296318082864,8,NNS,2,"{'NNS', 'NNP'}",35.862622501514004,0.00935590552284157
manager,72,0.0004994762436611609,10.967296318082864,7,NNP,2,"{'NNP', 'NN'}",27.615845575469955,0.009912747728243418
paragon,71,0.0004925390736103114,10.987474200020493,7,NNP,1,{'NNP'},4.352182518111363,0.007473444728070017
assurance,71,0.0004925390736103114,10.987474200020493,9,NN,2,"{'NNP', 'NN'}",35.002450535668004,0.010470972799213
mueller,71,0.0004925390736103114,10.987474200020493,7,NNP,1,{'NNP'},4.352182518111363,0.007485136600297911
pa,70,0.00048560190355946195,11.007938302580209,2,NNP,1,{'NNP'},21.193429666803603,0.011122419684715622
case,70,0.00048560190355946195,11.007938302580209,4,NNP,2,"{'NNP', 'NN'}",29.426974447800482,0.00939071143142304
mining,70,0.00048560190355946195,11.007938302580209,6,NN,2,"{'NNP', 'NN'}",27.615845575469955,0.009400332332799868
wear,70,0.00048560190355946195,11.007938302580209,4,NN,2,"{'NNP', 'NN'}",25.6540486301476,0.007359330175980621
building,70,0.00048560190355946195,11.007938302580209,8,NN,2,"{'NNP', 'NN'}",35.437833317997004,0.013808798468720108
gas,70,0.00048560190355946195,11.007938302580209,3,NN,2,"{'NNP', 'NN'}",35.862622501514004,0.0081765550603014
ave,70,0.00048560190355946195,11.007938302580209,3,NNP,2,"{'NNP', 'NN'}",23.521825181113627,0.011637057158215522
suppliers,70,0.00048560190355946195,11.007938302580209,9,NNS,2,"{'NNS', 'NNP'}",38.90756251918218,0.00797873990980127
method,70,0.00048560190355946195,11.007938302580209,6,NN,2,"{'NNP', 'NN'}",32.656862362928536,0.009206905390926294
certifications,70,0.00048560190355946195,11.007938302580209,14,NNP,2,"{'NNS', 'NNP'}",28.235452245138227,0.008936898443786007
corp,70,0.00048560190355946195,11.007938302580209,4,NNP,1,{'NNP'},20.3680203530198,0.013831868340753417
aisin,69,0.0004786647335086125,11.028696862747006,5,NNP,1,{'NNP'},6.0,0.016320346320346322
chemical,69,0.0004786647335086125,11.028696862747006,8,NN,2,"{'NNP', 'NN'}",31.634041389778574,0.009951411422119132
house,69,0.0004786647335086125,11.028696862747006,5,NN,2,"{'NNP', 'NN'}",33.14947514228551,0.008800618132459657
model,69,0.0004786647335086125,11.028696862747006,5,NN,2,"{'NNP', 'NN'}",31.634041389778574,0.010121451946212284
president,69,0.0004786647335086125,11.028696862747006,9,NNP,2,"{'NNP', 'NN'}",30.55854638744708,0.010278688100846919
au,69,0.0004786647335086125,11.028696862747006,2,NN,2,"{'NNP', 'NN'}",13.705908707523038,0.011789990407000944
generation,68,0.00047172756345776305,11.049758478274837,10,NN,2,"{'NNP', 'NN'}",31.103080844792206,0.010312636196992868
advantages,68,0.00047172756345776305,11.049758478274837,10,NNS,3,"{'NNS', 'NNP', 'NN'}",33.630022634148695,0.0074356891577575706
supply,68,0.00047172756345776305,11.049758478274837,6,NN,2,"{'NNP', 'NN'}",35.002450535668004,0.007081985878027615
keech,68,0.00047172756345776305,11.049758478274837,5,NNP,1,{'NNP'},2.4771212547196626,0.008257070849065542
orders,68,0.00047172756345776305,11.049758478274837,6,NNS,3,"{'NNS', 'NNP', 'NNPS'}",35.862622501514004,0.010870035103612423
careers,68,0.00047172756345776305,11.049758478274837,7,NNP,3,"{'NNS', 'NNP', 'NNPS'}",24.252941159700608,0.007363796513714576
street,68,0.00047172756345776305,11.049758478274837,6,NNP,2,"{'NNP', 'NN'}",30.0,0.01394553421505392
news,68,0.00047172756345776305,11.049758478274837,4,NNP,3,"{'NNS', 'NNP', 'NN'}",30.0,0.00889144654301045
of,67,0.00046479039340691357,11.071132129067404,2,NNP,1,{'NNP'},26.325840312193357,0.010575329300980109
space,67,0.00046479039340691357,11.071132129067404,5,NN,2,"{'NNP', 'NN'}",24.963368625744035,0.009888904720885855
western,67,0.00046479039340691357,11.071132129067404,7,NNP,1,{'NNP'},15.793014265175811,0.00835090576824828
bar,67,0.00046479039340691357,11.071132129067404,3,NN,2,"{'NNP', 'NN'}",27.615845575469955,0.009774969157141362
navigation,67,0.00046479039340691357,11.071132129067404,10,NNP,2,"{'NNP', 'NN'}",14.771212547196624,0.01242592759912429
rd,66,0.00045785322335606415,11.092827200166722,2,NNP,1,{'NNP'},21.993277493094414,0.009387839136964149
statement,66,0.00045785322335606415,11.092827200166722,9,NNP,2,"{'NNP', 'NN'}",27.615845575469955,0.008791835874520716
employment,66,0.00045785322335606415,11.092827200166722,10,NN,2,"{'NNP', 'NN'}",25.6540486301476,0.009194545397458802
finish,66,0.00045785322335606415,11.092827200166722,6,NN,2,"{'NNP', 'NN'}",33.14947514228551,0.008375343753338893
grant,65,0.00045091605330521467,11.114853506496722,5,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.008257070849065542
tennetek,65,0.00045091605330521467,11.114853506496722,8,NNP,2,"{'NNP', 'NN'}",2.4771212547196626,0.008257070849065542
furnace,65,0.00045091605330521467,11.114853506496722,7,NN,2,"{'NNP', 'NN'}",31.634041389778574,0.008660111495667382
flow,64,0.0004439788832543652,11.137221319525176,4,NN,2,"{'NNP', 'NN'}",32.15183948103185,0.007824688088662582
